Instant,Date,Hour,Month,Day,Holiday,Weekday,WorkingDay,Total Parking Spaces,No of parking spaces left,Free Spaces  %,Occupancy
1257,25-Mar-17,9,3,Saturday,1,6,0,100,50,50,50
1258,25-Mar-17,10,3,Saturday,1,6,0,100,40,40,60
1259,25-Mar-17,11,3,Saturday,1,6,0,100,30,30,70
1260,25-Mar-17,12,3,Saturday,1,6,0,100,20,20,80
1261,25-Mar-17,13,3,Saturday,1,6,0,100,20,20,80
1262,25-Mar-17,14,3,Saturday,1,6,0,100,20,20,80
1263,25-Mar-17,15,3,Saturday,1,6,0,100,20,20,80
1264,25-Mar-17,16,3,Saturday,1,6,0,100,20,20,80
1265,25-Mar-17,17,3,Saturday,1,6,0,100,38,38,62
1266,25-Mar-17,18,3,Saturday,1,6,0,100,60,60,40
1267,25-Mar-17,19,3,Saturday,1,6,0,100,72,72,28
1268,25-Mar-17,20,3,Saturday,1,6,0,100,80,80,20
1269,25-Mar-17,21,3,Saturday,1,6,0,100,90,90,10
1270,25-Mar-17,22,3,Saturday,1,6,0,100,96,96,4
1271,25-Mar-17,23,3,Saturday,1,6,0,100,96,96,4
1272,26-Mar-17,0,3,Sunday,1,7,0,100,96,96,4
1273,26-Mar-17,1,3,Sunday,1,7,0,100,96,96,4
1274,26-Mar-17,2,3,Sunday,1,7,0,100,96,96,4
1275,26-Mar-17,3,3,Sunday,1,7,0,100,96,96,4
1276,26-Mar-17,4,3,Sunday,1,7,0,100,96,96,4
1277,26-Mar-17,5,3,Sunday,1,7,0,100,96,96,4
1278,26-Mar-17,6,3,Sunday,1,7,0,100,90,90,10
1279,26-Mar-17,7,3,Sunday,1,7,0,100,80,80,20
1280,26-Mar-17,8,3,Sunday,1,7,0,100,60,60,40
1281,26-Mar-17,9,3,Sunday,1,7,0,100,55,55,45
1282,26-Mar-17,10,3,Sunday,1,7,0,100,45,45,55
1283,26-Mar-17,11,3,Sunday,1,7,0,100,45,45,55
1284,26-Mar-17,12,3,Sunday,1,7,0,100,45,45,55
1285,26-Mar-17,13,3,Sunday,1,7,0,100,45,45,55
1286,26-Mar-17,14,3,Sunday,1,7,0,100,45,45,55
1287,26-Mar-17,15,3,Sunday,1,7,0,100,45,45,55
1288,26-Mar-17,16,3,Sunday,1,7,0,100,56,56,44
1289,26-Mar-17,17,3,Sunday,1,7,0,100,68,68,32
1290,26-Mar-17,18,3,Sunday,1,7,0,100,70,70,30
1291,26-Mar-17,19,3,Sunday,1,7,0,100,78,78,22
1292,26-Mar-17,20,3,Sunday,1,7,0,100,80,80,20
1293,26-Mar-17,21,3,Sunday,1,7,0,100,90,90,10
1294,26-Mar-17,22,3,Sunday,1,7,0,100,96,96,4
1295,26-Mar-17,23,3,Sunday,1,7,0,100,96,96,4
1296,27-Mar-17,0,3,Monday,0,1,1,100,96,96,4
1297,27-Mar-17,1,3,Monday,0,1,1,100,96,96,4
1298,27-Mar-17,2,3,Monday,0,1,1,100,96,96,4
1299,27-Mar-17,3,3,Monday,0,1,1,100,96,96,4
1300,27-Mar-17,4,3,Monday,0,1,1,100,96,96,4
1301,27-Mar-17,5,3,Monday,0,1,1,100,96,96,4
1302,27-Mar-17,6,3,Monday,0,1,1,100,85,85,15
1303,27-Mar-17,7,3,Monday,0,1,1,100,80,80,20
1304,27-Mar-17,8,3,Monday,0,1,1,100,20,20,80
1305,27-Mar-17,9,3,Monday,0,1,1,100,10,10,90
1306,27-Mar-17,10,3,Monday,0,1,1,100,9,9,91
1307,27-Mar-17,11,3,Monday,0,1,1,100,0,0,100
1308,27-Mar-17,12,3,Monday,0,1,1,100,0,0,100
1309,27-Mar-17,13,3,Monday,0,1,1,100,0,0,100
1310,27-Mar-17,14,3,Monday,0,1,1,100,0,0,100
1311,27-Mar-17,15,3,Monday,0,1,1,100,2,2,98
1312,27-Mar-17,16,3,Monday,0,1,1,100,3,3,97
1313,27-Mar-17,17,3,Monday,0,1,1,100,10,10,90
1314,27-Mar-17,18,3,Monday,0,1,1,100,18,18,82
1315,27-Mar-17,19,3,Monday,0,1,1,100,30,30,70
1316,27-Mar-17,20,3,Monday,0,1,1,100,40,40,60
1317,27-Mar-17,21,3,Monday,0,1,1,100,70,70,30
1318,27-Mar-17,22,3,Monday,0,1,1,100,98,98,2
1319,27-Mar-17,23,3,Monday,0,1,1,100,98,98,2
1320,28-Mar-17,0,3,Tuesday,0,2,1,100,98,98,2
1321,28-Mar-17,1,3,Tuesday,0,2,1,100,98,98,2
1322,28-Mar-17,2,3,Tuesday,0,2,1,100,98,98,2
1323,28-Mar-17,3,3,Tuesday,0,2,1,100,98,98,2
1324,28-Mar-17,4,3,Tuesday,0,2,1,100,98,98,2
1325,28-Mar-17,5,3,Tuesday,0,2,1,100,98,98,2
1326,28-Mar-17,6,3,Tuesday,0,2,1,100,70,70,30
1327,28-Mar-17,7,3,Tuesday,0,2,1,100,60,60,40
1328,28-Mar-17,8,3,Tuesday,0,2,1,100,19,19,81
1329,28-Mar-17,9,3,Tuesday,0,2,1,100,9,9,91
1330,28-Mar-17,10,3,Tuesday,0,2,1,100,0,0,100
1331,28-Mar-17,11,3,Tuesday,0,2,1,100,0,0,100
1332,28-Mar-17,12,3,Tuesday,0,2,1,100,0,0,100
1333,28-Mar-17,13,3,Tuesday,0,2,1,100,0,0,100
1334,28-Mar-17,14,3,Tuesday,0,2,1,100,0,0,100
1335,28-Mar-17,15,3,Tuesday,0,2,1,100,3,3,97
1336,28-Mar-17,16,3,Tuesday,0,2,1,100,5,5,95
1337,28-Mar-17,17,3,Tuesday,0,2,1,100,12,12,88
1338,28-Mar-17,18,3,Tuesday,0,2,1,100,13,13,87
1339,28-Mar-17,19,3,Tuesday,0,2,1,100,28,28,72
1340,28-Mar-17,20,3,Tuesday,0,2,1,100,28,28,72
1341,28-Mar-17,21,3,Tuesday,0,2,1,100,30,30,70
1342,28-Mar-17,22,3,Tuesday,0,2,1,100,33,33,67
1343,28-Mar-17,23,3,Tuesday,0,2,1,100,35,35,65
1344,29-Mar-17,0,3,Wednesday,0,3,1,100,35,35,65
1345,29-Mar-17,1,3,Wednesday,0,3,1,100,38,38,62
1346,29-Mar-17,2,3,Wednesday,0,3,1,100,40,40,60
1347,29-Mar-17,3,3,Wednesday,0,3,1,100,98,98,2
1348,29-Mar-17,4,3,Wednesday,0,3,1,100,98,98,2
1349,29-Mar-17,5,3,Wednesday,0,3,1,100,98,98,2
1350,29-Mar-17,6,3,Wednesday,0,3,1,100,82,82,18
1351,29-Mar-17,7,3,Wednesday,0,3,1,100,74,74,26
1352,29-Mar-17,8,3,Wednesday,0,3,1,100,32,32,68
1353,29-Mar-17,9,3,Wednesday,0,3,1,100,14,14,86
1354,29-Mar-17,10,3,Wednesday,0,3,1,100,0,0,100
1355,29-Mar-17,11,3,Wednesday,0,3,1,100,0,0,100
1356,29-Mar-17,12,3,Wednesday,0,3,1,100,0,0,100
1357,29-Mar-17,13,3,Wednesday,0,3,1,100,0,0,100
1358,29-Mar-17,14,3,Wednesday,0,3,1,100,0,0,100
1359,29-Mar-17,15,3,Wednesday,0,3,1,100,0,0,100
1360,29-Mar-17,16,3,Wednesday,0,3,1,100,3,3,97
1361,29-Mar-17,17,3,Wednesday,0,3,1,100,10,10,90
1362,29-Mar-17,18,3,Wednesday,0,3,1,100,17,17,83
1363,29-Mar-17,19,3,Wednesday,0,3,1,100,20,20,80
1364,29-Mar-17,20,3,Wednesday,0,3,1,100,30,30,70
1365,29-Mar-17,21,3,Wednesday,0,3,1,100,38,38,62
1366,29-Mar-17,22,3,Wednesday,0,3,1,100,38,38,62
1367,29-Mar-17,23,3,Wednesday,0,3,1,100,38,38,62
1368,30-Mar-17,0,3,Thursday,0,4,1,100,38,38,62
1369,30-Mar-17,1,3,Thursday,0,4,1,100,98,98,2
1370,30-Mar-17,2,3,Thursday,0,4,1,100,98,98,2
1371,30-Mar-17,3,3,Thursday,0,4,1,100,98,98,2
1372,30-Mar-17,4,3,Thursday,0,4,1,100,98,98,2
1373,30-Mar-17,5,3,Thursday,0,4,1,100,98,98,2
1374,30-Mar-17,6,3,Thursday,0,4,1,100,83,83,17
1375,30-Mar-17,7,3,Thursday,0,4,1,100,70,70,30
1376,30-Mar-17,8,3,Thursday,0,4,1,100,40,40,60
1377,30-Mar-17,9,3,Thursday,0,4,1,100,12,12,88
1378,30-Mar-17,10,3,Thursday,0,4,1,100,0,0,100
1379,30-Mar-17,11,3,Thursday,0,4,1,100,0,0,100
1380,30-Mar-17,12,3,Thursday,0,4,1,100,0,0,100
1381,30-Mar-17,13,3,Thursday,0,4,1,100,0,0,100
1382,30-Mar-17,14,3,Thursday,0,4,1,100,0,0,100
1383,30-Mar-17,15,3,Thursday,0,4,1,100,0,0,100
1384,30-Mar-17,16,3,Thursday,0,4,1,100,4,4,96
1385,30-Mar-17,17,3,Thursday,0,4,1,100,12,12,88
1386,30-Mar-17,18,3,Thursday,0,4,1,100,14,14,86
1387,30-Mar-17,19,3,Thursday,0,4,1,100,18,18,82
1388,30-Mar-17,20,3,Thursday,0,4,1,100,21,21,79
1389,30-Mar-17,21,3,Thursday,0,4,1,100,36,36,64
1390,30-Mar-17,22,3,Thursday,0,4,1,100,70,70,30
1391,30-Mar-17,23,3,Thursday,0,4,1,100,93,93,7
1392,31-Mar-17,0,3,Friday,0,5,1,100,93,93,7
1393,31-Mar-17,1,3,Friday,0,5,1,100,93,93,7
1394,31-Mar-17,2,3,Friday,0,5,1,100,93,93,7
1395,31-Mar-17,3,3,Friday,0,5,1,100,93,93,7
1396,31-Mar-17,4,3,Friday,0,5,1,100,93,93,7
1397,31-Mar-17,5,3,Friday,0,5,1,100,93,93,7
1398,31-Mar-17,6,3,Friday,0,5,1,100,70,70,30
1399,31-Mar-17,7,3,Friday,0,5,1,100,40,40,60
1400,31-Mar-17,8,3,Friday,0,5,1,100,28,28,72
1401,31-Mar-17,9,3,Friday,0,5,1,100,10,10,90
1402,31-Mar-17,10,3,Friday,0,5,1,100,0,0,100
1403,31-Mar-17,11,3,Friday,0,5,1,100,0,0,100
1404,31-Mar-17,12,3,Friday,0,5,1,100,0,0,100
1405,31-Mar-17,13,3,Friday,0,5,1,100,4,4,96
1406,31-Mar-17,14,3,Friday,0,5,1,100,13,13,87
1407,31-Mar-17,15,3,Friday,0,5,1,100,15,15,85
1408,31-Mar-17,16,3,Friday,0,5,1,100,15,15,85
1409,31-Mar-17,17,3,Friday,0,5,1,100,20,20,80
1410,31-Mar-17,18,3,Friday,0,5,1,100,40,40,60
1411,31-Mar-17,19,3,Friday,0,5,1,100,50,50,50
1412,31-Mar-17,20,3,Friday,0,5,1,100,60,60,40
1413,31-Mar-17,21,3,Friday,0,5,1,100,80,80,20
1414,31-Mar-17,22,3,Friday,0,5,1,100,98,98,2
1415,31-Mar-17,23,3,Friday,0,5,1,100,98,98,2
1416,1-Apr-17,0,4,Saturday,1,6,0,100,98,98,2
1417,1-Apr-17,1,4,Saturday,1,6,0,100,98,98,2
1418,1-Apr-17,2,4,Saturday,1,6,0,100,98,98,2
1419,1-Apr-17,3,4,Saturday,1,6,0,100,98,98,2
1420,1-Apr-17,4,4,Saturday,1,6,0,100,98,98,2
1421,1-Apr-17,5,4,Saturday,1,6,0,100,80,80,20
1422,1-Apr-17,6,4,Saturday,1,6,0,100,70,70,30
1423,1-Apr-17,7,4,Saturday,1,6,0,100,60,60,40
1424,1-Apr-17,8,4,Saturday,1,6,0,100,50,50,50
1425,1-Apr-17,9,4,Saturday,1,6,0,100,40,40,60
1426,1-Apr-17,10,4,Saturday,1,6,0,100,30,30,70
1427,1-Apr-17,11,4,Saturday,1,6,0,100,20,20,80
1428,1-Apr-17,12,4,Saturday,1,6,0,100,20,20,80
1429,1-Apr-17,13,4,Saturday,1,6,0,100,20,20,80
1430,1-Apr-17,14,4,Saturday,1,6,0,100,20,20,80
1431,1-Apr-17,15,4,Saturday,1,6,0,100,20,20,80
1432,1-Apr-17,16,4,Saturday,1,6,0,100,38,38,62
1433,1-Apr-17,17,4,Saturday,1,6,0,100,60,60,40
1434,1-Apr-17,18,4,Saturday,1,6,0,100,72,72,28
1435,1-Apr-17,19,4,Saturday,1,6,0,100,80,80,20
1436,1-Apr-17,20,4,Saturday,1,6,0,100,90,90,10
1437,1-Apr-17,21,4,Saturday,1,6,0,100,96,96,4
1438,1-Apr-17,22,4,Saturday,1,6,0,100,96,96,4
1439,1-Apr-17,23,4,Saturday,1,6,0,100,96,96,4
1440,2-Apr-17,0,4,Sunday,1,7,0,100,96,96,4
1441,2-Apr-17,1,4,Sunday,1,7,0,100,96,96,4
1442,2-Apr-17,2,4,Sunday,1,7,0,100,96,96,4
1443,2-Apr-17,3,4,Sunday,1,7,0,100,96,96,4
1444,2-Apr-17,4,4,Sunday,1,7,0,100,96,96,4
1445,2-Apr-17,5,4,Sunday,1,7,0,100,90,90,10
1446,2-Apr-17,6,4,Sunday,1,7,0,100,80,80,20
1447,2-Apr-17,7,4,Sunday,1,7,0,100,60,60,40
1448,2-Apr-17,8,4,Sunday,1,7,0,100,55,55,45
1449,2-Apr-17,9,4,Sunday,1,7,0,100,45,45,55
1450,2-Apr-17,10,4,Sunday,1,7,0,100,45,45,55
1451,2-Apr-17,11,4,Sunday,1,7,0,100,45,45,55
1452,2-Apr-17,12,4,Sunday,1,7,0,100,45,45,55
1453,2-Apr-17,13,4,Sunday,1,7,0,100,45,45,55
1454,2-Apr-17,14,4,Sunday,1,7,0,100,45,45,55
1455,2-Apr-17,15,4,Sunday,1,7,0,100,56,56,44
1456,2-Apr-17,16,4,Sunday,1,7,0,100,68,68,32
1457,2-Apr-17,17,4,Sunday,1,7,0,100,70,70,30
1458,2-Apr-17,18,4,Sunday,1,7,0,100,78,78,22
1459,2-Apr-17,19,4,Sunday,1,7,0,100,80,80,20
1460,2-Apr-17,20,4,Sunday,1,7,0,100,90,90,10
1461,2-Apr-17,21,4,Sunday,1,7,0,100,97,97,3
1462,2-Apr-17,22,4,Sunday,1,7,0,100,97,97,3
1463,2-Apr-17,23,4,Sunday,1,7,0,100,97,97,3
1464,3-Apr-17,0,4,Monday,0,1,1,100,97,97,3
1465,3-Apr-17,1,4,Monday,0,1,1,100,97,97,3
1466,3-Apr-17,2,4,Monday,0,1,1,100,97,97,3
1467,3-Apr-17,3,4,Monday,0,1,1,100,97,97,3
1468,3-Apr-17,4,4,Monday,0,1,1,100,97,97,3
1469,3-Apr-17,5,4,Monday,0,1,1,100,97,97,3
1470,3-Apr-17,6,4,Monday,0,1,1,100,80,80,20
1471,3-Apr-17,7,4,Monday,0,1,1,100,60,60,40
1472,3-Apr-17,8,4,Monday,0,1,1,100,12,12,88
1473,3-Apr-17,9,4,Monday,0,1,1,100,10,10,90
1474,3-Apr-17,10,4,Monday,0,1,1,100,0,0,100
1475,3-Apr-17,11,4,Monday,0,1,1,100,0,0,100
1476,3-Apr-17,12,4,Monday,0,1,1,100,0,0,100
1477,3-Apr-17,13,4,Monday,0,1,1,100,0,0,100
1478,3-Apr-17,14,4,Monday,0,1,1,100,0,0,100
1479,3-Apr-17,15,4,Monday,0,1,1,100,3,3,97
1480,3-Apr-17,16,4,Monday,0,1,1,100,5,5,95
1481,3-Apr-17,17,4,Monday,0,1,1,100,6,6,94
1482,3-Apr-17,18,4,Monday,0,1,1,100,12,12,88
1483,3-Apr-17,19,4,Monday,0,1,1,100,40,40,60
1484,3-Apr-17,20,4,Monday,0,1,1,100,70,70,30
1485,3-Apr-17,21,4,Monday,0,1,1,100,98,98,2
1486,3-Apr-17,22,4,Monday,0,1,1,100,98,98,2
1487,3-Apr-17,23,4,Monday,0,1,1,100,95,95,5
1488,4-Apr-17,0,4,Tuesday,0,2,1,100,95,95,5
1489,4-Apr-17,1,4,Tuesday,0,2,1,100,95,95,5
1490,4-Apr-17,2,4,Tuesday,0,2,1,100,95,95,5
1491,4-Apr-17,3,4,Tuesday,0,2,1,100,95,95,5
1492,4-Apr-17,4,4,Tuesday,0,2,1,100,95,95,5
1493,4-Apr-17,5,4,Tuesday,0,2,1,100,80,80,20
1494,4-Apr-17,6,4,Tuesday,0,2,1,100,70,70,30
1495,4-Apr-17,7,4,Tuesday,0,2,1,100,30,30,70
1496,4-Apr-17,8,4,Tuesday,0,2,1,100,10,10,90
1497,4-Apr-17,9,4,Tuesday,0,2,1,100,0,0,100
1498,4-Apr-17,10,4,Tuesday,0,2,1,100,0,0,100
1499,4-Apr-17,11,4,Tuesday,0,2,1,100,0,0,100
1500,4-Apr-17,12,4,Tuesday,0,2,1,100,0,0,100
1501,4-Apr-17,13,4,Tuesday,0,2,1,100,0,0,100
1502,4-Apr-17,14,4,Tuesday,0,2,1,100,0,0,100
1503,4-Apr-17,15,4,Tuesday,0,2,1,100,3,3,97
1504,4-Apr-17,16,4,Tuesday,0,2,1,100,4,4,96
1505,4-Apr-17,17,4,Tuesday,0,2,1,100,6,6,94
1506,4-Apr-17,18,4,Tuesday,0,2,1,100,7,7,93
1507,4-Apr-17,19,4,Tuesday,0,2,1,100,7,7,93
1508,4-Apr-17,20,4,Tuesday,0,2,1,100,9,9,91
1509,4-Apr-17,21,4,Tuesday,0,2,1,100,20,20,80
1510,4-Apr-17,22,4,Tuesday,0,2,1,100,90,90,10
1511,4-Apr-17,23,4,Tuesday,0,2,1,100,98,98,2
1512,5-Apr-17,0,4,Wednesday,0,3,1,100,98,98,2
1513,5-Apr-17,1,4,Wednesday,0,3,1,100,98,98,2
1514,5-Apr-17,2,4,Wednesday,0,3,1,100,98,98,2
1515,5-Apr-17,3,4,Wednesday,0,3,1,100,98,98,2
1516,5-Apr-17,4,4,Wednesday,0,3,1,100,98,98,2
1517,5-Apr-17,5,4,Wednesday,0,3,1,100,98,98,2
1518,5-Apr-17,6,4,Wednesday,0,3,1,100,98,98,2
1519,5-Apr-17,7,4,Wednesday,0,3,1,100,80,80,20
1520,5-Apr-17,8,4,Wednesday,0,3,1,100,60,60,40
1521,5-Apr-17,9,4,Wednesday,0,3,1,100,12,12,88
1522,5-Apr-17,10,4,Wednesday,0,3,1,100,10,10,90
1523,5-Apr-17,11,4,Wednesday,0,3,1,100,0,0,100
1524,5-Apr-17,12,4,Wednesday,0,3,1,100,0,0,100
1525,5-Apr-17,13,4,Wednesday,0,3,1,100,0,0,100
1526,5-Apr-17,14,4,Wednesday,0,3,1,100,0,0,100
1527,5-Apr-17,15,4,Wednesday,0,3,1,100,0,0,100
1528,5-Apr-17,16,4,Wednesday,0,3,1,100,3,3,97
1529,5-Apr-17,17,4,Wednesday,0,3,1,100,5,5,95
1530,5-Apr-17,18,4,Wednesday,0,3,1,100,6,6,94
1531,5-Apr-17,19,4,Wednesday,0,3,1,100,14,14,86
1532,5-Apr-17,20,4,Wednesday,0,3,1,100,28,28,72
1533,5-Apr-17,21,4,Wednesday,0,3,1,100,30,30,70
1534,5-Apr-17,22,4,Wednesday,0,3,1,100,37,37,63
1535,5-Apr-17,23,4,Wednesday,0,3,1,100,80,80,20
1536,6-Apr-17,0,4,Thursday,0,4,1,100,95,95,5
1537,6-Apr-17,1,4,Thursday,0,4,1,100,95,95,5
1538,6-Apr-17,2,4,Thursday,0,4,1,100,95,95,5
1539,6-Apr-17,3,4,Thursday,0,4,1,100,95,95,5
1540,6-Apr-17,4,4,Thursday,0,4,1,100,95,95,5
1541,6-Apr-17,5,4,Thursday,0,4,1,100,95,95,5
1542,6-Apr-17,6,4,Thursday,0,4,1,100,95,95,5
1543,6-Apr-17,7,4,Thursday,0,4,1,100,70,70,30
1544,6-Apr-17,8,4,Thursday,0,4,1,100,60,60,40
1545,6-Apr-17,9,4,Thursday,0,4,1,100,20,20,80
1546,6-Apr-17,10,4,Thursday,0,4,1,100,10,10,90
1547,6-Apr-17,11,4,Thursday,0,4,1,100,0,0,100
1548,6-Apr-17,12,4,Thursday,0,4,1,100,0,0,100
1549,6-Apr-17,13,4,Thursday,0,4,1,100,0,0,100
1550,6-Apr-17,14,4,Thursday,0,4,1,100,0,0,100
1551,6-Apr-17,15,4,Thursday,0,4,1,100,0,0,100
1552,6-Apr-17,16,4,Thursday,0,4,1,100,0,0,100
1553,6-Apr-17,17,4,Thursday,0,4,1,100,2,2,98
1554,6-Apr-17,18,4,Thursday,0,4,1,100,3,3,97
1555,6-Apr-17,19,4,Thursday,0,4,1,100,8,8,92
1556,6-Apr-17,20,4,Thursday,0,4,1,100,10,10,90
1557,6-Apr-17,21,4,Thursday,0,4,1,100,12,12,88
1558,6-Apr-17,22,4,Thursday,0,4,1,100,30,30,70
1559,6-Apr-17,23,4,Thursday,0,4,1,100,80,80,20
1560,7-Apr-17,0,4,Friday,0,5,1,100,92,92,8
1561,7-Apr-17,1,4,Friday,0,5,1,100,97,97,3
1562,7-Apr-17,2,4,Friday,0,5,1,100,97,97,3
1563,7-Apr-17,3,4,Friday,0,5,1,100,97,97,3
1564,7-Apr-17,4,4,Friday,0,5,1,100,97,97,3
1565,7-Apr-17,5,4,Friday,0,5,1,100,97,97,3
1566,7-Apr-17,6,4,Friday,0,5,1,100,97,97,3
1567,7-Apr-17,7,4,Friday,0,5,1,100,78,78,22
1568,7-Apr-17,8,4,Friday,0,5,1,100,64,64,36
1569,7-Apr-17,9,4,Friday,0,5,1,100,11,11,89
1570,7-Apr-17,10,4,Friday,0,5,1,100,9,9,91
1571,7-Apr-17,11,4,Friday,0,5,1,100,0,0,100
1572,7-Apr-17,12,4,Friday,0,5,1,100,0,0,100
1573,7-Apr-17,13,4,Friday,0,5,1,100,0,0,100
1574,7-Apr-17,14,4,Friday,0,5,1,100,0,0,100
1575,7-Apr-17,15,4,Friday,0,5,1,100,0,0,100
1576,7-Apr-17,16,4,Friday,0,5,1,100,4,4,96
1577,7-Apr-17,17,4,Friday,0,5,1,100,6,6,94
1578,7-Apr-17,18,4,Friday,0,5,1,100,8,8,92
1579,7-Apr-17,19,4,Friday,0,5,1,100,14,14,86
1580,7-Apr-17,20,4,Friday,0,5,1,100,28,28,72
1581,7-Apr-17,21,4,Friday,0,5,1,100,30,30,70
1582,7-Apr-17,22,4,Friday,0,5,1,100,37,37,63
1583,7-Apr-17,23,4,Friday,0,5,1,100,80,80,20
1584,8-Apr-17,0,4,Saturday,1,6,0,100,95,95,5
1585,8-Apr-17,1,4,Saturday,1,6,0,100,95,95,5
1586,8-Apr-17,2,4,Saturday,1,6,0,100,95,95,5
1587,8-Apr-17,3,4,Saturday,1,6,0,100,95,95,5
1588,8-Apr-17,4,4,Saturday,1,6,0,100,95,95,5
1589,8-Apr-17,5,4,Saturday,1,6,0,100,95,95,5
1590,8-Apr-17,6,4,Saturday,1,6,0,100,95,95,5
1591,8-Apr-17,7,4,Saturday,1,6,0,100,80,80,20
1592,8-Apr-17,8,4,Saturday,1,6,0,100,70,70,30
1593,8-Apr-17,9,4,Saturday,1,6,0,100,60,60,40
1594,8-Apr-17,10,4,Saturday,1,6,0,100,50,50,50
1595,8-Apr-17,11,4,Saturday,1,6,0,100,40,40,60
1596,8-Apr-17,12,4,Saturday,1,6,0,100,45,45,55
1597,8-Apr-17,13,4,Saturday,1,6,0,100,45,45,55
1598,8-Apr-17,14,4,Saturday,1,6,0,100,45,45,55
1599,8-Apr-17,15,4,Saturday,1,6,0,100,45,45,55
1600,8-Apr-17,16,4,Saturday,1,6,0,100,45,45,55
1601,8-Apr-17,17,4,Saturday,1,6,0,100,50,50,50
1602,8-Apr-17,18,4,Saturday,1,6,0,100,60,60,40
1603,8-Apr-17,19,4,Saturday,1,6,0,100,72,72,28
1604,8-Apr-17,20,4,Saturday,1,6,0,100,80,80,20
1605,8-Apr-17,21,4,Saturday,1,6,0,100,90,90,10
1606,8-Apr-17,22,4,Saturday,1,6,0,100,96,96,4
1607,8-Apr-17,23,4,Saturday,1,6,0,100,96,96,4
1608,9-Apr-17,0,4,Sunday,1,7,0,100,96,96,4
1609,9-Apr-17,1,4,Sunday,1,7,0,100,96,96,4
1610,9-Apr-17,2,4,Sunday,1,7,0,100,96,96,4
1611,9-Apr-17,3,4,Sunday,1,7,0,100,96,96,4
1612,9-Apr-17,4,4,Sunday,1,7,0,100,96,96,4
1613,9-Apr-17,5,4,Sunday,1,7,0,100,96,96,4
1614,9-Apr-17,6,4,Sunday,1,7,0,100,90,90,10
1615,9-Apr-17,7,4,Sunday,1,7,0,100,80,80,20
1616,9-Apr-17,8,4,Sunday,1,7,0,100,60,60,40
1617,9-Apr-17,9,4,Sunday,1,7,0,100,55,55,45
1618,9-Apr-17,10,4,Sunday,1,7,0,100,45,45,55
1619,9-Apr-17,11,4,Sunday,1,7,0,100,45,45,55
1620,9-Apr-17,12,4,Sunday,1,7,0,100,45,45,55
1621,9-Apr-17,13,4,Sunday,1,7,0,100,45,45,55
1622,9-Apr-17,14,4,Sunday,1,7,0,100,45,45,55
1623,9-Apr-17,15,4,Sunday,1,7,0,100,45,45,55
1624,9-Apr-17,16,4,Sunday,1,7,0,100,56,56,44
1625,9-Apr-17,17,4,Sunday,1,7,0,100,68,68,32
1626,9-Apr-17,18,4,Sunday,1,7,0,100,70,70,30
1627,9-Apr-17,19,4,Sunday,1,7,0,100,78,78,22
1628,9-Apr-17,20,4,Sunday,1,7,0,100,80,80,20
1629,9-Apr-17,21,4,Sunday,1,7,0,100,90,90,10
1630,9-Apr-17,22,4,Sunday,1,7,0,100,96,96,4
1631,9-Apr-17,23,4,Sunday,1,7,0,100,96,96,4
1632,10-Apr-17,0,4,Monday,0,1,1,100,96,96,4
1633,10-Apr-17,1,4,Monday,0,1,1,100,96,96,4
1634,10-Apr-17,2,4,Monday,0,1,1,100,96,96,4
1635,10-Apr-17,3,4,Monday,0,1,1,100,96,96,4
1636,10-Apr-17,4,4,Monday,0,1,1,100,96,96,4
1637,10-Apr-17,5,4,Monday,0,1,1,100,96,96,4
1638,10-Apr-17,6,4,Monday,0,1,1,100,85,85,15
1639,10-Apr-17,7,4,Monday,0,1,1,100,80,80,20
1640,10-Apr-17,8,4,Monday,0,1,1,100,20,20,80
1641,10-Apr-17,9,4,Monday,0,1,1,100,10,10,90
1642,10-Apr-17,10,4,Monday,0,1,1,100,9,9,91
1643,10-Apr-17,11,4,Monday,0,1,1,100,0,0,100
1644,10-Apr-17,12,4,Monday,0,1,1,100,0,0,100
1645,10-Apr-17,13,4,Monday,0,1,1,100,0,0,100
1646,10-Apr-17,14,4,Monday,0,1,1,100,0,0,100
1647,10-Apr-17,15,4,Monday,0,1,1,100,2,2,98
1648,10-Apr-17,16,4,Monday,0,1,1,100,3,3,97
1649,10-Apr-17,17,4,Monday,0,1,1,100,5,5,95
1650,10-Apr-17,18,4,Monday,0,1,1,100,9,9,91
1651,10-Apr-17,19,4,Monday,0,1,1,100,70,70,30
1652,10-Apr-17,20,4,Monday,0,1,1,100,98,98,2
1653,10-Apr-17,21,4,Monday,0,1,1,100,98,98,2
1654,10-Apr-17,22,4,Monday,0,1,1,100,95,95,5
1655,10-Apr-17,23,4,Monday,0,1,1,100,95,95,5
1656,11-Apr-17,0,4,Tuesday,0,2,1,100,95,95,5
1657,11-Apr-17,1,4,Tuesday,0,2,1,100,95,95,5
1658,11-Apr-17,2,4,Tuesday,0,2,1,100,95,95,5
1659,11-Apr-17,3,4,Tuesday,0,2,1,100,95,95,5
1660,11-Apr-17,4,4,Tuesday,0,2,1,100,80,80,20
1661,11-Apr-17,5,4,Tuesday,0,2,1,100,70,70,30
1662,11-Apr-17,6,4,Tuesday,0,2,1,100,30,30,70
1663,11-Apr-17,7,4,Tuesday,0,2,1,100,10,10,90
1664,11-Apr-17,8,4,Tuesday,0,2,1,100,0,0,100
1665,11-Apr-17,9,4,Tuesday,0,2,1,100,0,0,100
1666,11-Apr-17,10,4,Tuesday,0,2,1,100,0,0,100
